466,6792.1,25.426,93.607,15287,0,1.1126,0.79157,0.71146,9e+09,205.09,0.18722,0.12787,5023,0,0.23831,0.18428,1.8446e+05,9554.8,5,5
467,6221.6,25.188,93.592,27213,0,1.4597,0.95582,0.65481,9e+09,279.27,0.16383,0.1018,8695.7,0,0.24748,0.11626,1.802e+05,9325.9,5,5
468,6547.3,25.315,93.676,18024,0,1.5565,0.9993,0.64202,9e+09,295.82,0.32539,0.17165,10323,0,0.5014,0.19825,1.7904e+05,8391.6,5,5
469,5042.7,25.27,93.852,89851,0,1.9954,1.8665,0.9354,9e+09,1748,0.1383,0.12049,1.0504e+05,0,0.78073,0.13189,1.8454e+05,8882.2,5,5
470,5170.6,24.788,93.898,83596,0,1.9783,1.9645,0.99303,9e+09,2628.6,0.19678,0.18967,1.6282e+05,0,1.272,0.21095,1.8257e+05,8594,5,5
471,6416.6,24.579,93.887,22627,0,1.1682,1.0919,0.93466,9e+09,343.82,0.16712,0.15304,9982,0,0.27377,0.19579,1.8178e+05,9240,5,5
472,6172.3,24.006,93.55,16432,0,1.064,1.0438,0.98103,9e+09,185.48,0.17449,0.15896,5302.1,0,0.23714,0.23851,1.6924e+05,8527,5,5
473,5969.4,23.212,93.415,10185,0,1.6045,0.55561,0.34628,9e+09,172.71,0.49604,0.15761,5039.7,0,0.62744,0.2784,1.5778e+05,7787.8,5,5
474,5109.1,22.622,93.152,14773,0,1.3748,0.88502,0.64373,9e+09,268.89,0.29399,0.17957,7730.6,0,0.41624,0.20597,1.4137e+05,7041.4,5,5
475,4924.2,22.532,93.164,14189,0,1.1425,1.0701,0.93666,9e+09,181.23,0.1456,0.13366,5150.8,0,0.22812,0.17437,1.3655e+05,6771.3,5,5
476,3366.5,22.011,92.9,90139,0,2.0383,1.8613,0.91315,9e+09,908.15,0.18784,0.10604,60073,0,0.55806,0.13217,1.3839e+05,7148,5,5
477,4502.8,21.123,92.721,37893,0,1.501,1.4428,0.96123,9e+09,400.6,0.1688,0.13314,17433,0,0.34807,0.16585,1.4225e+05,7287.5,5,5
478,4804.8,20.84,92.441,22351,0,1.1349,1.0644,0.93789,9e+09,261.73,0.13889,0.13187,7407.9,0,0.20705,0.17103,1.4126e+05,7749.6,5,5
479,4310.7,20.646,92.293,44076,0,1.5287,1.3352,0.87339,9e+09,582.41,0.14008,0.11603,22787,0,0.33276,0.1294,1.448e+05,7747.4,5,5
480,4464.6,20.648,92.605,44949,0,1.3207,1.5104,1.1437,9e+09,372.78,0.086493,0.11018,14751,0,0.19188,0.1295,1.4881e+05,8050.9,5,5
481,5010.8,20.625,92.486,27591,0,1.1863,1.1591,0.97703,9e+09,188.96,0.081522,0.08034,5808.1,0,0.13175,0.10209,1.5068e+05,8204.3,5,5
482,4554.7,20.473,92.339,39432,0,1.4041,1.2545,0.89345,9e+09,579.16,0.18175,0.15239,20881,0,0.3547,0.17815,1.4804e+05,8117.7,5,5
483,3448.1,20.401,92.094,88107,0,1.6608,1.7696,1.0655,9e+09,1108.9,0.10157,0.10401,55950,0,0.39785,0.12152,1.5057e+05,8219.3,5,5
484,3777.3,20.458,92.184,64492,0,1.5416,1.8736,1.2154,9e+09,789.8,0.10633,0.13251,39747,0,0.37636,0.1653,1.4134e+05,7331.1,5,5
485,3956.8,20.061,91.841,36961,0,1.5039,1.7034,1.1327,9e+09,713.15,0.1246,0.14971,32167,0,0.49808,0.17658,1.2789e+05,6253,5,5
486,4547.8,19.48,91.088,21585,0,1.0312,1.4718,1.4273,9e+09,229.16,0.13287,0.24341,8253.9,0,0.20793,0.33222,1.3172e+05,6811.4,5,5
487,3953,19.046,91.273,34565,0,1.2832,1.6198,1.2623,9e+09,436.36,0.090736,0.12546,17153,0,0.27269,0.1612,1.2778e+05,6599.6,5,5
488,4027.5,18.717,90.885,44910,0,1.5566,1.3672,0.87835,9e+09,611.43,0.12423,0.10262,24357,0,0.33976,0.11467,1.3825e+05,7386.1,5,5
489,4425,18.675,90.514,28981,0,1.1737,1.3584,1.1573,9e+09,328.57,0.11557,0.14118,11071,0,0.22089,0.18272,1.3646e+05,7318,5,5
490,4169.2,18.621,90.345,30123,0,1.171,1.6442,1.4041,9e+09,354.13,0.12231,0.21042,13981,0,0.25585,0.27136,1.2882e+05,6659.3,5,5
491,3637.8,18.629,90.448,42503,0,1.4995,1.6394,1.0933,9e+09,441.91,0.09761,0.11332,19879,0,0.28257,0.12742,1.2403e+05,6389.7,5,5
492,3072.8,18.828,90.077,73676,0,1.9277,1.8166,0.94233,9e+09,815.8,0.15542,0.10656,49224,0,0.51295,0.12823,1.2423e+05,6421.3,5,5
493,4056,18.145,89.682,26293,0,1.2828,1.279,0.99705,9e+09,200.67,0.11591,0.10377,7204.4,0,0.1992,0.13691,1.239e+05,6606.5,5,5
494,3597.1,18.042,89.682,43566,0,1.4826,1.6866,1.1375,9e+09,629.94,0.10064,0.1255,28109,0,0.36737,0.14439,1.242e+05,6369.9,5,5
495,3910.6,18.06,89.261,30236,0,1.1464,1.4105,1.2304,9e+09,199.35,0.067063,0.095975,6973.8,0,0.12673,0.12242,1.24e+05,6886.7,5,5
496,3901,17.852,88.921,33478,0,1.1922,1.4046,1.1782,9e+09,370.3,0.088871,0.1074,12548,0,0.20976,0.14117,1.2768e+05,7082.8,5,5
497,3544.4,17.639,88.683,55433,0,1.5225,1.6498,1.0836,9e+09,624.4,0.097949,0.10861,28239,0,0.30853,0.12452,1.3178e+05,7056.9,5,5
498,3903.9,17.763,88.615,32132,0,1.2913,1.361,1.0539,9e+09,278.57,0.081863,0.088991,9850.7,0,0.17917,0.10697,1.2593e+05,6813.9,5,5
499,3932,17.923,88.526,26411,0,1.1163,1.2331,1.1047,9e+09,234.09,0.087685,0.10053,7138.8,0,0.15494,0.13295,1.2281e+05,6985.7,5,5
500,3905.4,17.816,88.432,22566,0,1.3275,1.296,0.97633,9e+09,254.62,0.12498,0.12762,8994.6,0,0.24126,0.149,1.1743e+05,5992.9,5,5
501,3968.5,18.024,88.323,20311,0,1.0867,1.1797,1.0856,9e+09,205.21,0.09632,0.10625,5945.2,0,0.16738,0.14304,1.1847e+05,6490.1,5,5
502,3749,18.055,88.262,18929,0,1.1639,1.1374,0.97717,9e+09,258.46,0.13354,0.13105,7604,0,0.23568,0.16576,1.1165e+05,6024.9,5,5
503,3769.2,17.797,88.329,27103,0,1.2653,1.332,1.0527,9e+09,306.04,0.10366,0.11168,10488,0,0.22454,0.13591,1.1849e+05,6328.6,5,5
504,3914.7,17.819,88.326,32401,0,1.2525,1.2969,1.0355,9e+09,350.86,0.10067,0.10626,11736,0,0.2106,0.1296,1.2717e+05,7089.3,5,5
505,3654.4,17.8,88.719,47725,0,1.3624,1.2923,0.94852,9e+09,304.43,0.080873,0.082166,11125,0,0.1457,0.09434,1.3231e+05,7968.7,5,5
506,3643.7,17.793,88.804,49774,0,1.3167,1.526,1.159,9e+09,367.43,0.057791,0.069638,14068,0,0.16042,0.086568,1.3353e+05,7586.3,5,5
507,4017.6,17.482,88.516,27381,0,1.2061,1.1362,0.942,9e+09,191.87,0.090222,0.083673,5929.7,0,0.14249,0.10647,1.2549e+05,7197.5,5,5
508,3636.7,17.485,88.343,31520,0,1.441,1.3531,0.93897,9e+09,281.83,0.12278,0.11694,11136,0,0.2351,0.13222,1.169e+05,6209.5,5,5
509,3534.1,17.387,88.141,39991,0,1.7767,1.3429,0.75584,9e+09,400.48,0.1116,0.072249,17502,0,0.30471,0.079846,1.1985e+05,6201.8,5,5
510,3784.8,17.378,87.936,29418,0,1.2783,1.2522,0.97958,9e+09,268.2,0.089973,0.085797,8895,0,0.18345,0.1046,1.213e+05,6709.6,5,5
511,3815.2,17.265,87.958,31404,0,1.1637,1.3545,1.164,9e+09,294.35,0.082141,0.096834,9628.5,0,0.17437,0.12877,1.2402e+05,6986,5,5
512,3871.3,16.997,87.532,27789,0,1.1344,1.0958,0.96603,9e+09,194.13,0.076382,0.074736,5552.6,0,0.12068,0.096557,1.2313e+05,7429.2,5,5
513,3261.9,16.814,87.882,37777,0,1.6364,1.6219,0.99113,9e+09,598.36,0.11377,0.11121,27693,0,0.44423,0.12469,1.1076e+05,5527.3,5,5
514,2775.4,17.042,87.798,57300,0,2.0436,1.82,0.89059,9e+09,851.89,0.10052,0.086387,50982,0,0.59526,0.093216,1.0678e+05,5227.2,5,5
515,3596.6,17.309,87.813,23317,0,1.411,1.4545,1.0308,9e+09,230.56,0.085841,0.087726,8972.6,0,0.22966,0.10296,1.0966e+05,5404.8,5,5
516,3717.5,17.048,87.956,22854,0,1.0743,1.1355,1.057,9e+09,197.27,0.07974,0.084514,5520.6,0,0.13771,0.11414,1.1491e+05,6699.4,5,5
517,3670.9,16.818,87.776,22800,0,1.0919,1.2359,1.1319,9e+09,220.45,0.088997,0.10217,6573.2,0,0.1636,0.13878,1.1322e+05,6359.9,5,5
518,3641.6,16.185,86.904,28170,0,1.3297,1.4513,1.0915,9e+09,200.52,0.13613,0.18427,9084.3,0,0.22018,0.20063,1.1209e+05,5964.9,5,5
519,3725.2,16.178,87.037,19674,0,1.1214,1.2777,1.1393,9e+09,249.91,0.11083,0.12759,7693,0,0.22074,0.1712,1.115e+05,5910.6,5,5
520,3237.3,15.762,86.461,46060,0,1.8105,1.4424,0.79671,9e+09,509.96,0.14406,0.11108,24113,0,0.36642,0.11754,1.1559e+05,6044.5,5,5
