1,2866.1,137,223.21,59359,0,1.8424,1.9793,1.0743,9e+09,322.74,0.12624,0.13857,23065,0,0.31424,0.11977,1.9233e+05,5456.8,7,7
2,2336,137.14,222.99,90859,0,2.2223,2.3005,1.0352,9e+09,506.36,0.11353,0.11863,45666,0,0.42309,0.096441,1.8498e+05,5164.6,7,7
3,1315.6,137.39,222.87,2.2007e+05,0,2.9499,3.0353,1.029,9e+09,1124.5,0.096398,0.09645,1.5724e+05,0,0.6837,0.076235,1.9084e+05,5227.4,7,7
4,2157.9,137.49,222.62,1.2033e+05,0,2.3871,2.3067,0.96633,9e+09,373.68,0.080635,0.075275,36134,0,0.27184,0.058638,1.9478e+05,5635.8,7,7
5,2704.4,137.26,222.35,62862,0,1.8068,1.903,1.0533,9e+09,218,0.098044,0.10825,15281,0,0.20165,0.092635,1.874e+05,5614.2,7,7
6,2743.3,137.32,222.35,59161,0,1.8582,1.9148,1.0305,9e+09,226.25,0.10007,0.10414,16024,0,0.22591,0.088845,1.8617e+05,5389.6,7,7
7,2689.3,137.42,222.31,80004,0,1.8717,2.1322,1.1392,9e+09,245.76,0.07678,0.089958,18855,0,0.1942,0.079112,1.9902e+05,5879.8,7,7
8,2476.8,137.34,222.26,92736,0,2.2175,2.2576,1.0181,9e+09,373.42,0.092856,0.094318,33396,0,0.3094,0.075886,1.935e+05,5425.1,7,7
9,2240.4,137.19,222.23,1.1317e+05,0,2.0992,2.6368,1.2561,9e+09,491.71,0.082731,0.11519,47372,0,0.33661,0.10157,1.9353e+05,5494.4,7,7
10,2418.5,137.3,222.1,89687,0,2.0521,2.4821,1.2096,9e+09,347.18,0.079674,0.10225,31442,0,0.28506,0.090248,1.8752e+05,5220.9,7,7
11,2432.6,137.27,222.05,88727,0,1.927,2.8512,1.4796,9e+09,353.77,0.079483,0.13698,34247,0,0.29943,0.13802,1.8386e+05,5002.7,7,7
12,2457.3,137.53,222.07,94901,0,2.0523,2.9426,1.4338,9e+09,304.16,0.082916,0.16694,32867,0,0.27625,0.13187,1.8449e+05,4958.3,7,7
13,2199.3,137.36,222.31,1.1453e+05,0,2.23,3.3544,1.5042,9e+09,398.29,0.087135,0.15635,49759,0,0.36533,0.15127,1.7795e+05,4636.2,7,7
14,2411.1,137.34,222.05,77815,0,1.7147,3.434,2.0027,9e+09,309.43,0.097464,0.26285,33093,0,0.3088,0.33126,1.6983e+05,4514.4,7,7
15,2606.7,137.35,222.25,63816,0,1.6188,2.8353,1.7515,9e+09,156.58,0.061055,0.13014,13691,0,0.15943,0.1496,1.7613e+05,4819.5,7,7
16,2698.1,137.43,222.49,50502,0,1.6526,2.5923,1.5686,9e+09,161.16,0.082358,0.15358,13361,0,0.20202,0.15899,1.7198e+05,4574.2,7,7
17,2676.4,137.31,221.82,56647,0,1.5139,2.6805,1.7706,9e+09,177.46,0.079699,0.16634,14242,0,0.18524,0.19843,1.7606e+05,4898.1,7,7
18,2571.2,137.55,222.4,74934,0,1.7538,2.9399,1.6763,9e+09,220.33,0.080193,0.16643,21065,0,0.21703,0.1775,1.8019e+05,4884.4,7,7
19,3053.2,137.25,222.24,54546,0,1.6293,2.7449,1.6847,9e+09,178.94,0.10606,0.20728,15630,0,0.22619,0.23293,1.911e+05,4994.3,7,7
20,2541,137.36,222.38,88148,0,2.1252,2.7346,1.2868,9e+09,379.07,0.11733,0.17312,39081,0,0.3768,0.14538,1.8641e+05,4955,7,7
21,2668.6,137.4,222.66,72308,0,1.7664,2.9347,1.6614,9e+09,298.24,0.10335,0.23051,28702,0,0.29969,0.22693,1.8278e+05,4888.7,7,7
22,2269.1,137.79,222.66,88418,0,2.139,2.6843,1.2549,9e+09,315.05,0.10532,0.13651,32144,0,0.32261,0.12229,1.738e+05,4720,7,7
23,2793.1,137.53,222.7,47775,0,1.6655,2.2957,1.3784,9e+09,243.19,0.1318,0.19642,18328,0,0.30316,0.19651,1.7687e+05,4781.8,7,7
24,2873,137.48,222.68,51677,0,1.7939,2.1898,1.2207,9e+09,211.27,0.1078,0.13705,16146,0,0.25664,0.12638,1.8408e+05,4966.6,7,7
25,2527,137.83,222.81,62481,0,1.7815,2.2922,1.2867,9e+09,218.1,0.11074,0.14515,17427,0,0.24101,0.14135,1.746e+05,4962.2,7,7
26,2425.4,137.64,222.76,77435,0,1.9638,2.67,1.3596,9e+09,303.05,0.083982,0.12807,28310,0,0.29102,0.12044,1.7683e+05,4775.9,7,7
27,2269.7,138.01,222.91,69122,0,2.0483,2.3737,1.1589,9e+09,347.92,0.098293,0.12047,30310,0,0.35366,0.10369,1.6579e+05,4532.4,7,7
28,2157,137.98,223.16,99302,0,2.179,2.5503,1.1704,9e+09,536.36,0.099403,0.12532,51550,0,0.42365,0.10634,1.7963e+05,5001,7,7
29,2169.3,138.06,222.91,1.252e+05,0,2.348,3.2301,1.3757,9e+09,671.14,0.11404,0.25378,85916,0,0.55247,0.17362,1.8184e+05,4796.6,7,7
30,2986.9,137.91,222.94,43234,0,1.4581,2.2164,1.5201,9e+09,167.19,0.093145,0.15272,11253,0,0.19612,0.17205,1.8422e+05,5116.1,7,7
31,2889.2,138.02,223.25,48583,0,1.6899,2.1708,1.2846,9e+09,248.6,0.11413,0.15673,17964,0,0.28708,0.15048,1.8345e+05,4997,7,7
